pov_ratio_guarantee,phase_out_rate,cost_b,adult_reach,spmu_reach,child_reach,gini,poverty_rate,deep_poverty_rate,child_poverty_rate,child_deep_poverty_rate,adult_poverty_rate,adult_deep_poverty_rate,poverty_gap,squared_poverty_gap,deep_poverty_gap
0.06999999999999999,0.35000000000000003,0.14421607115704546,172487.31333333332,136841.99000000002,23228.0,0.48766602366555795,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6347880326.691574,89692591496922.34,1333090209.303445
0.06999999999999999,0.36,0.14335810842224897,172487.31333333332,136841.99000000002,23228.0,0.4876711889774212,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6348738289.426372,89725431599427.55,1333948172.0382416
0.06999999999999999,0.37,0.1425446732200672,169396.57,133751.24666666667,22581.716666666667,0.4876760872634993,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6349551724.628553,89756912837391.81,1334761607.2404234
0.06999999999999999,0.38,0.14179194345771254,168709.76666666666,133064.44333333336,22581.716666666667,0.48768062070019824,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6350304454.390908,89786803170798.16,1335514337.002778
0.06999999999999999,0.39,0.14106172112167767,167735.23333333334,132089.91000000003,22581.716666666667,0.48768501924954333,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6351034676.726942,89816165047948.84,1336244559.3388128
0.06999999999999999,0.4,0.14037638730908966,166552.0,131498.29333333336,21920.54333333333,0.48768914899447446,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6351720010.539531,89843863030641.06,1336929893.1514008
0.06999999999999999,0.41000000000000003,0.13975627272898003,161864.04333333333,129824.54333333333,21920.54333333333,0.48769289260889653,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6352340125.11964,89867713055855.61,1337550007.7315106
0.06999999999999999,0.42,0.13917417748050537,160877.44,128837.93999999999,21920.54333333333,0.4876964095471063,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6352922220.368115,89889753504555.52,1338132102.9799852
0.06999999999999999,0.43,0.13861844232243067,157885.61,127824.36333333333,21920.54333333333,0.487699767995847,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6353477955.52619,89910922396171.56,1338687838.13806
0.06999999999999999,0.44,0.1381185161580227,157192.03666666668,127130.79000000001,21920.54333333333,0.4877027946130596,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6353977881.6905985,89928960417361.78,1339187764.3024678
0.06999999999999999,0.45,0.13763245452454806,157192.03666666668,127130.79000000001,21920.54333333333,0.48770573750123203,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6354463943.324073,89946647291096.81,1339673825.9359424
0.06999999999999999,0.46,0.13714639289107336,157192.03666666668,127130.79000000001,21920.54333333333,0.48770868061184625,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6354950004.957547,89964352451806.5,1340159887.5694175
0.06999999999999999,0.47000000000000003,0.13668846214426536,155535.04333333333,125473.79666666666,21105.056666666664,0.48771145426533724,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6355407935.704354,89981128185314.89,1340617818.316225
0.06999999999999999,0.48,0.13628326745165736,153881.51333333337,123820.26666666666,20290.67,0.48771391012048865,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6355813130.396963,89996071709884.44,1341023013.0088334
0.06999999999999999,0.49,0.13589630198724936,153881.51333333337,123820.26666666666,20290.67,0.48771625642181005,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6356200095.861371,90010298887950.69,1341409978.4732413
0.06999999999999999,0.5,0.1355224728448146,150710.69,122873.95666666668,20290.67,0.48771852349691447,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6356573925.003805,90024131985172.67,1341783807.615676
0.06999999999999999,0.51,0.13517325737363708,149865.65666666668,122028.92333333334,20290.67,0.48772064139991017,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6356923140.474983,90037337065954.94,1342133023.0868535
0.06999999999999999,0.52,0.13482547928269578,149865.65666666668,122028.92333333334,20290.67,0.4877227506786817,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6357270918.565925,90050520919432.55,1342480801.177795
0.06999999999999999,0.53,0.13447770119175442,149865.65666666668,122028.92333333334,20290.67,0.4877248600576765,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6357618696.656866,90063715117105.47,1342828579.2687364
0.06999999999999999,0.54,0.1341299231008131,149865.65666666668,122028.92333333334,20290.67,0.4877269696100793,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6357966474.747807,90076919658973.75,1343176357.3596773
0.06999999999999999,0.55,0.13378214500987176,149865.65666666668,122028.92333333334,20290.67,0.48772907930974596,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6358314252.838749,90090134545037.38,1343524135.450619
0.06999999999999999,0.56,0.13343967419059707,149282.44,121445.70666666667,20290.67,0.48773115694211205,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6358656723.658023,90103212503284.14,1343866606.2698936
0.06999999999999999,0.5700000000000001,0.1331035604329891,149282.44,121445.70666666667,20290.67,0.4877331961480353,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6358992837.41563,90116124063554.25,1344202720.0275016
0.06999999999999999,0.58,0.1327674466753811,149282.44,121445.70666666667,20290.67,0.4877352354503917,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6359328951.173239,90129045501446.4,1344538833.7851095
0.06999999999999999,0.59,0.13246852103255297,145549.65000000002,117712.91666666667,20290.67,0.487737049118906,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6359627876.816067,90140923651764.31,1344837759.4279375
0.06999999999999999,0.6,0.13220256169803962,145549.65000000002,117712.91666666667,20290.67,0.48773866254918957,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6359893836.15058,90151920973553.48,1345103718.762451
0.06999999999999999,0.61,0.13193660236352628,145549.65000000002,117712.91666666667,20290.67,0.4877402761420974,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6360159795.485094,90162925532213.98,1345369678.0969644
0.06999999999999999,0.62,0.13167064302901293,145549.65000000002,117712.91666666667,20290.67,0.4877418898137677,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6360425754.819607,90173937327745.8,1345635637.4314775
0.06999999999999999,0.63,0.13140468369449962,145549.65000000002,117712.91666666667,20290.67,0.4877435036253628,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6360691714.154121,90184956360148.97,1345901596.765991
0.06999999999999999,0.64,0.13114843923731961,144910.51333333337,117073.78000000001,20290.67,0.4877450585109819,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6360947958.6113,90195701916099.9,1346157841.223171
0.06999999999999999,0.65,0.1308939843628063,144910.51333333337,117073.78000000001,20290.67,0.48774660258779734,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6361202413.485814,90206402616625.03,1346412296.0976844
0.06999999999999999,0.66,0.13063952948829294,144910.51333333337,117073.78000000001,20290.67,0.48774814671647737,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6361456868.360327,90217110139860.92,1346666750.9721975
0.06999999999999999,0.67,0.13038507461377963,144910.51333333337,117073.78000000001,20290.67,0.4877496909192133,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6361711323.234841,90227824485807.58,1346921205.846711
0.06999999999999999,0.68,0.1301306197392663,144910.51333333337,117073.78000000001,20290.67,0.48775123521365626,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6361965778.109354,90238545654464.98,1347175660.7212243
0.06999999999999999,0.6900000000000001,0.12990387966915778,142474.98666666666,115497.67666666668,20290.67,0.4877526115027046,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6362192518.179462,90248320317405.75,1347402400.791333
0.06999999999999999,0.7000000000000001,0.12967919167170017,142474.98666666666,115497.67666666668,20290.67,0.4877539754154327,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6362417206.17692,90258043884312.6,1347627088.7887902
0.06999999999999999,0.71,0.12945450367424258,142474.98666666666,115497.67666666668,20290.67,0.4877553394404782,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6362641894.174377,90267773116465.62,1347851776.7862482
0.06999999999999999,0.72,0.129229815676785,142474.98666666666,115497.67666666668,20290.67,0.4877567036861082,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6362866582.171835,90277508013864.8,1348076464.7837057
0.06999999999999999,0.73,0.12900512767932737,142474.98666666666,115497.67666666668,20290.67,0.48775806803910515,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6363091270.169292,90287248576510.12,1348301152.7811632
0.06999999999999999,0.74,0.12878043968186978,142474.98666666666,115497.67666666668,20290.67,0.48775943248218095,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6363315958.16675,90296994804401.64,1348525840.7786207
0.06999999999999999,0.75,0.12855575168441216,142474.98666666666,115497.67666666668,20290.67,0.48776079712281234,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6363540646.164207,90306746697539.31,1348750528.7760785
0.06999999999999999,0.76,0.12833106368695454,142474.98666666666,115497.67666666668,20290.67,0.48776216198409267,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6363765334.161665,90316504255923.16,1348975216.773536
0.06999999999999999,0.77,0.12810637568949698,142474.98666666666,115497.67666666668,20290.67,0.4877635269374021,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6363990022.159123,90326267479553.16,1349199904.7709935
0.06999999999999999,0.78,0.12788168769203936,142474.98666666666,115497.67666666668,20290.67,0.4877648921828153,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6364214710.156581,90336036368429.34,1349424592.7684512
0.06999999999999999,0.79,0.12766761502740126,141691.17333333334,114713.86333333334,20290.67,0.48776619279531047,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6364428782.8212185,90345515715962.66,1349638665.4330893
0.06999999999999999,0.8,0.12745366527261034,141691.17333333334,114713.86333333334,20290.67,0.48776749295969124,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6364642732.57601,90354997018142.64,1349852615.1878803
0.06999999999999999,0.81,0.1272397155178194,141691.17333333334,114713.86333333334,20290.67,0.4877687935869374,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6364856682.330801,90364483691340.94,1350066564.942671
0.06999999999999999,0.8200000000000001,0.12702576576302846,141691.17333333334,114713.86333333334,20290.67,0.4877700944070305,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6365070632.085591,90373975735557.56,1350280514.697462
0.06999999999999999,0.8300000000000001,0.12681181600823752,141691.17333333334,114713.86333333334,20290.67,0.48777139542319486,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6365284581.840384,90383473150792.5,1350494464.4522529
0.06999999999999999,0.84,0.1266012407784466,140084.25666666665,113106.94666666667,20290.67,0.487772675929868,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6365495157.070173,90392877765027.0,1350705039.682044
0.06999999999999999,0.85,0.12640858266948898,140084.25666666665,113106.94666666667,20290.67,0.48777384736600216,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6365687815.179131,90401766176782.06,1350897697.7910018
0.06999999999999999,0.86,0.1262159245605314,140084.25666666665,113106.94666666667,20290.67,0.4877750189698671,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6365880473.288089,90410659395326.84,1351090355.899959
0.06999999999999999,0.87,0.1260232664515738,140084.25666666665,113106.94666666667,20290.67,0.48777619069886186,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6366073131.397046,90419557420661.31,1351283014.0089169
0.06999999999999999,0.88,0.1258306083426162,140084.25666666665,113106.94666666667,20290.67,0.48777736249976705,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6366265789.506004,90428460252785.47,1351475672.1178744
0.06999999999999999,0.89,0.1256379502336586,140084.25666666665,113106.94666666667,20290.67,0.4877785343675498,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6366458447.614962,90437367891699.34,1351668330.226832
0.06999999999999999,0.9,0.12545205456613012,139482.78666666668,112505.47666666667,20290.67,0.4877796649899267,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6366644343.28249,90446089993935.78,1351854225.8943605
0.06999999999999999,0.91,0.12526661409717255,139482.78666666668,112505.47666666667,20290.67,0.48778079307109373,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6366829783.751448,90454803922657.56,1352039666.363318
0.06999999999999999,0.92,0.12508117362821494,139482.78666666668,112505.47666666667,20290.67,0.48778192122564923,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6367015224.220406,90463522484945.69,1352225106.8322756
0.06999999999999999,0.93,0.12489573315925735,139482.78666666668,112505.47666666667,20290.67,0.4877830494767838,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6367200664.6893635,90472245680800.16,1352410547.3012333
0.06999999999999999,0.9400000000000001,0.12471029269029973,139482.78666666668,112505.47666666667,20290.67,0.4877841778515152,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6367386105.158321,90480973510220.97,1352595987.770191
0.06999999999999999,0.9500000000000001,0.12452485222134214,139482.78666666668,112505.47666666667,20290.67,0.4877853065448367,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6367571545.627278,90489705973208.11,1352781428.2391486
0.06999999999999999,0.96,0.12433941175238454,139482.78666666668,112505.47666666667,20290.67,0.4877864353772354,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6367756986.096235,90498443069761.62,1352966868.708106
0.06999999999999999,0.97,0.12415397128342694,139482.78666666668,112505.47666666667,20290.67,0.4877875645197038,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6367942426.565193,90507184799881.45,1353152309.1770635
0.06999999999999999,0.98,0.12397846932486936,137394.3,111822.88666666667,20290.67,0.48778863386846266,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6368117928.523751,90515284757285.66,1353327811.135621
0.06999999999999999,0.99,0.12381020964621174,137394.3,111822.88666666667,20290.67,0.48778965953983106,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6368286188.202409,90522917623723.03,1353496070.814279
0.06999999999999999,1.0,0.12364194996755414,137394.3,111822.88666666667,20290.67,0.487790685300864,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6368454447.881065,90530554258845.75,1353664330.4929366
0.08,0.0,6.885463639791566,6660054.133333334,3712855.166666667,1739910.1600000001,0.47705981040516293,0.1655455759223053,0.04024896235987492,0.17871103183856343,0.03421473976181237,0.16210615785585406,0.04182537675469544,5219763324.387306,72105802498255.81,1136873211.1628318
0.08,0.01,4.750007970185108,6330700.326666667,3528521.75,1687666.4533333331,0.4774077747047544,0.17027096743754097,0.04055898828090574,0.1835511533921192,0.03421473976181237,0.16680157664784545,0.042216395598466204,5303395065.738749,73053112677097.86,1142282666.764873
0.08,0.02,3.250454259806674,5419499.583333333,3013172.466666667,1550312.2433333332,0.47879140905881235,0.1724936177585847,0.041670364830534955,0.1860916734536071,0.035108628827134385,0.1689411848824612,0.043384589806937705,5389233139.55969,74035563634744.55,1147860647.511945
0.08,0.03,2.283884261073961,4381779.09,2403467.3433333337,1383467.5933333333,0.4804646308224134,0.17804385762135033,0.04196170337054227,0.19463074461269883,0.035108628827134385,0.17371060557545817,0.04375203927271381,5478713359.025028,75054462785855.7,1153794572.2393875
0.08,0.04,1.6442519576038697,3464960.006666667,1940961.8066666666,1187642.3566666667,0.48199072810781246,0.18259097774387048,0.04247970517563566,0.20154740250113445,0.035708554438619214,0.17763869426807058,0.04424863883989251,5571595991.018526,76111972959349.86,1159888300.7256074
0.08,0.05,1.1983817727591826,2849505.9,1626353.38,1020814.0233333332,0.4833065296729798,0.18635492469601328,0.042598733459378105,0.20838035683405629,0.035708554438619214,0.18060087639728092,0.0443987627447913,5667694763.239294,77210072625282.84,1166076329.4227862
0.08,0.06,0.8770556414243248,2269079.0133333337,1311472.0966666667,787896.7033333334,0.4843913852997201,0.19300990933418607,0.042598733459378105,0.22010227623859993,0.035708554438619214,0.18593214637734873,0.0443987627447913,5767607230.926961,78350617102200.31,1172313515.7888944
0.08,0.07,0.6570071108818152,1728931.57,1000670.4533333334,594125.0700000001,0.4852133966448771,0.19624908540484243,0.044032389553554326,0.22685034687844646,0.03744493911110904,0.1882546390113425,0.04575333231525686,5871115259.227833,79536060922599.72,1178914114.3979025
0.08,0.08,0.5167967241663135,1285708.19,751267.7566666666,409106.2766666667,0.4857799170435039,0.20176448464331728,0.04424810475622942,0.23513069011946378,0.03744493911110904,0.19304770866126691,0.046025402175910245,5978327501.65641,80768326096795.8,1185749558.7506776
0.08,0.09,0.42742893477602617,1003979.9099999999,592937.86,292816.00666666665,0.48617251237784154,0.20176448464331728,0.04520062229724844,0.23513069011946378,0.03744493911110904,0.19304770866126691,0.04722676077948195,6067695291.046698,82002869688036.61,1192889365.543008
0.08,0.1,0.3668190695236231,781579.9433333332,479745.39,215383.23666666663,0.48645514374508797,0.20176448464331728,0.04648438767490508,0.23513069011946378,0.0386378321204048,0.19304770866126691,0.048534266167926644,6128305156.299101,83093773814541.62,1200328583.7737894
0.08,0.11,0.3254394974574137,646228.0033333334,403422.92666666664,170653.17,0.48665816342862184,0.20176448464331728,0.04667777381440997,0.23513069011946378,0.038919116758687505,0.19304770866126691,0.04870468920713077,6169684728.365311,83991495276070.44,1207979300.7371454
0.08,0.12,0.2958463663221321,557595.05,351123.8533333334,133117.1433333333,0.48680853685743797,0.20176448464331728,0.04697954097017574,0.23513069011946378,0.038919116758687505,0.19304770866126691,0.04908529171915039,6199277859.500591,84720818305212.06,1215735603.807168
0.08,0.13,0.2725360315404643,498910.2633333333,317391.6366666667,116664.89666666667,0.4869296001327663,0.20176448464331728,0.04729911137622264,0.23513069011946378,0.038919116758687505,0.19304770866126691,0.04948834850311327,6222588194.282259,85345452612885.94,1223579782.6114407
0.08,0.14,0.25484577834129807,427792.18000000005,278017.5233333333,92363.31666666667,0.4870237634527334,0.20176448464331728,0.047481983185319,0.23513069011946378,0.038919116758687505,0.19304770866126691,0.04971899477653895,6240278447.481426,85850112760831.25,1231644712.3406525
0.08,0.15,0.2415423732275056,386874.43,253223.46333333338,81190.53666666667,0.487095815359859,0.20176448464331728,0.04891830556067031,0.23513069011946378,0.0395519099675813,0.19304770866126691,0.051365235649936454,6253581852.595218,86258870885770.94,1240097984.9368935
0.08,0.16,0.23122702955052626,347218.30333333334,232949.28999999998,70284.74333333333,0.4871527391703226,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6263897196.272198,86589178024445.94,1249107078.8840678
0.08,0.17,0.223027701196286,324375.8666666667,219613.31666666665,67715.76666666666,0.48719876652183103,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6272096524.626438,86860962784330.88,1257306407.238308
0.08,0.18,0.21600566644991154,295698.16333333333,207764.19666666666,62129.676666666666,0.4872384310482339,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6279118559.372813,87101633464555.6,1264328441.9846826
0.08,0.19,0.2101013114774357,281163.48,198472.93,59530.57333333333,0.48727225057305323,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6285022914.345288,87306203398462.6,1270232796.9571583
0.08,0.2,0.20516310694579037,263852.83999999997,188617.29333333333,55855.64666666667,0.4873006564339256,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6289961118.876934,87484534125081.69,1275171001.4888034
0.08,0.21,0.20092293685111534,255845.33000000002,184187.91666666666,55115.950000000004,0.48732516301766166,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6294201288.971608,87641425992508.78,1279411171.5834785
0.08,0.22,0.1971866302388134,238836.11000000002,177478.57,53500.64666666667,0.4873469632927086,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6297937595.583911,87778907345278.84,1283147478.1957805
0.08,0.23,0.19382696217241024,232279.75,172798.66000000003,52889.613333333335,0.4873666962414482,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6301297263.650313,87902954153822.69,1286507146.2621837
0.08,0.24,0.19079398455766236,223142.9366666667,168436.73666666666,48419.856666666674,0.4873845513305763,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6304330241.26506,88016990249945.61,1289540123.8769314
0.08,0.25,0.1880480180268304,222049.53333333333,167343.3333333333,48419.856666666674,0.4874007700262577,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6307076207.795894,88120813698374.56,1292286090.4077635
0.08,0.26,0.1854411351830945,216021.77333333337,162232.77666666667,46472.71333333333,0.4874161660891756,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6309683090.639629,88221708585224.31,1294892973.2514997
0.08,0.27,0.18313638695150342,210538.90666666668,159062.7466666667,43705.16,0.4874297960276733,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6311987838.871221,88312772545393.4,1297197721.4830904
0.08,0.28,0.18100441644451237,209568.3266666667,158092.1666666667,40921.933333333334,0.48744242688820727,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6314119809.378212,88397331210007.22,1299329691.9900815
0.08,0.29,0.17900641741026255,202471.06333333335,155051.7,37941.97,0.4874542760869951,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6316117808.412461,88477240060362.1,1301327691.0243316
0.08,0.3,0.17717644364754337,201437.51333333337,154018.15000000002,37018.24333333333,0.4874651535164221,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6317947782.17518,88549736220249.1,1303157664.7870507
0.08,0.31,0.17543212909713893,196331.59666666668,151138.28,34956.00333333334,0.4874755310475099,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6319692096.725584,88619068082256.03,1304901979.3374553
0.08,0.32,0.17392540774741946,186171.60333333333,145238.01666666666,32334.71,0.48748451491644634,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6321198818.075304,88679175607835.12,1306408700.6871743
0.08,0.33,0.1726195391684563,186171.60333333333,145238.01666666666,32334.71,0.48749231703930485,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6322504686.654268,88731488882176.36,1307714569.2661376
0.08,0.34,0.17132914341609312,185491.18,144557.59333333332,32334.71,0.48750002787367447,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6323795082.406631,88783535199649.45,1309004965.0185008
0.08,0.35000000000000003,0.1700782894240299,184623.57,143689.98333333334,32334.71,0.48750750316802505,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6325045936.398693,88834709985115.84,1310255819.0105643
0.08,0.36,0.16889945912327847,181719.9866666667,142974.76666666666,31602.21,0.48751456652017505,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6326224766.699446,88881282472927.19,1311434649.3113155
0.08,0.37,0.16775152022789924,179354.58000000002,140609.36000000002,30085.08333333333,0.48752144802157654,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6327372705.594825,88926673450037.38,1312582588.2066948
0.08,0.38,0.16673541566679223,177520.02666666664,139295.71333333332,28166.006666666668,0.48752754478888743,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6328388810.155931,88967211336219.44,1313598692.7678018
0.08,0.39,0.16576017056530368,176599.57666666666,138375.26333333334,28166.006666666668,0.48753339788241834,0.20176448464331728,0.04970295492779889,0.23513069011946378,0.04039561636523424,0.19304770866126691,0.05213445662483704,6329364055.25742,89006521304765.88,1314573937.8692904
